,Date,Tm,Opp,GS,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Game Played,Match Result,Points,Minutes Played,Seconds Played
35,2012-02-22,CHI,MIL,1,6,13,.462,1,2,.500,3,4,.750,1,1,2,7,0,2,3,1,16,12.8,+15,Yes,W ,+19,30,15
36,2012-02-28,CHI,NOH,1,11,24,.458,1,5,.200,9,11,.818,1,1,2,9,3,2,2,2,32,27.7,+16,Yes,W ,+4,40,49
37,2012-02-29,CHI,SAS,1,10,23,.435,1,5,.200,8,8,1.000,0,1,1,4,0,1,2,2,29,17.9,+1,Yes,W ,+7,35,19
38,2012-03-02,CHI,CLE,1,9,17,.529,1,5,.200,0,2,.000,0,1,1,9,3,0,2,1,19,17.1,+18,Yes,W ,+21,28,19
39,2012-03-04,CHI,PHI,1,12,23,.522,4,7,.571,7,9,.778,0,4,4,8,1,1,3,3,35,27.2,+11,Yes,W ,+5,41,53
40,2012-03-05,CHI,IND,1,5,16,.313,3,6,.500,0,2,.000,1,3,4,9,0,1,2,2,13,8.8,+14,Yes,W ,+20,28,53
42,2012-03-07,CHI,MIL,1,8,22,.364,0,5,.000,14,14,1.000,1,7,8,11,1,1,4,0,30,26.0,0,Yes,W ,+2,39,17
43,2012-03-08,CHI,ORL,1,6,22,.273,2,6,.333,3,4,.750,2,2,4,9,1,1,1,1,17,12.2,-11,Yes,L ,-5,36,27
44,2012-03-10,CHI,UTA,1,7,13,.538,0,2,.000,10,11,.909,0,2,2,13,1,1,6,0,24,22.7,+10,Yes,W ,+14,35,24
45,2012-03-12,CHI,NYK,1,12,29,.414,2,6,.333,6,9,.667,2,4,6,7,0,0,4,1,32,18.4,+6,Yes,W ,+5,42,43
46,2012-03-14,CHI,MIA,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,No,W ,+4,00,00
47,2012-03-16,CHI,POR,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-11,00,00
48,2012-03-17,CHI,PHI,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,+9,00,00
49,2012-03-19,CHI,ORL,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,+26,00,00
50,2012-03-21,CHI,TOR,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,+12,00,00
51,2012-03-24,CHI,TOR,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,+1,00,00
52,2012-03-26,CHI,DEN,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-17,00,00
53,2012-03-28,CHI,ATL,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,+21,00,00
54,2012-03-30,CHI,DET,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,+12,00,00
55,2012-04-01,CHI,OKC,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-14,00,00
56,2012-04-02,CHI,HOU,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-6,00,00
57,2012-04-05,CHI,BOS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,+7,00,00
58,2012-04-08,CHI,NYK,1,8,26,.308,4,8,.500,9,12,.750,0,6,6,4,1,1,8,1,29,10.7,-5,Yes,L ,-1,38,37
59,2012-04-10,CHI,NYK,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,+12,00,00
60,2012-04-12,CHI,MIA,1,1,13,.077,0,3,.000,0,0,,1,2,3,8,1,0,3,0,2,-1.8,-27,Yes,W ,+10,25,28
61,2012-04-15,CHI,DET,1,9,22,.409,1,4,.250,5,8,.625,1,3,4,9,2,2,7,4,24,13.7,+25,Yes,W ,+6,41,07
63,2012-04-16,CHI,WAS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-3,00,00
64,2012-04-18,CHI,CHA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,+32,00,00
65,2012-04-19,CHI,MIA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-11,00,00
66,2012-04-21,CHI,DAL,1,5,9,.556,1,3,.333,0,0,,0,0,0,8,0,0,1,0,11,11.3,+7,Yes,W ,+10,31,40
67,2012-04-25,CHI,IND,1,3,11,.273,0,2,.000,4,4,1.000,0,0,0,7,1,0,1,1,10,8.0,+8,Yes,W ,+5,26,30
68,2012-04-26,CHI,CLE,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,+32,00,00
