,Date,Tm,Opp,GS,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Game Played,Match Result,Points,Minutes Played,Seconds Played
11,2019-11-12,DET,MIA,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-9,00,00
12,2019-11-15,DET,CHO,0,6,7,.857,2,2,1.000,2,2,1.000,0,2,2,3,0,0,6,2,16,9.4,-3,Yes,L ,-3,26,02
13,2019-11-20,DET,CHI,0,5,11,.455,0,2,.000,8,9,.889,1,2,3,2,1,0,3,2,18,11.8,+5,Yes,L ,-20,24,26
14,2019-11-22,DET,ATL,0,4,6,.667,3,4,.750,0,0,,0,1,1,2,1,1,1,0,11,10.8,+22,Yes,W ,+25,17,38
15,2019-11-23,DET,MIL,0,8,17,.471,2,5,.400,2,2,1.000,0,3,3,6,1,0,3,1,20,14.0,+5,Yes,L ,-14,26,11
16,2019-11-25,DET,ORL,0,1,11,.091,0,4,.000,0,0,,1,1,2,6,0,1,1,3,2,-1.6,+6,Yes,W ,+15,20,00
17,2019-11-27,DET,CHO,0,6,15,.400,1,4,.250,0,0,,1,0,1,8,0,0,1,1,13,9.8,+4,Yes,L ,-1,25,15
18,2019-11-29,DET,CHO,0,8,12,.667,3,4,.750,4,6,.667,0,2,2,4,0,0,1,1,23,19.0,-3,Yes,L ,-3,21,52
19,2019-12-01,DET,SAS,0,3,8,.375,1,3,.333,3,3,1.000,0,0,0,10,2,1,3,0,10,12.3,+16,Yes,W ,+34,18,53
21,2019-12-03,DET,CLE,0,6,12,.500,0,2,.000,0,1,.000,0,2,2,9,0,0,0,2,12,11.7,+23,Yes,W ,+33,21,45
22,2019-12-04,DET,MIL,0,6,15,.400,0,3,.000,2,2,1.000,0,2,2,5,1,0,1,0,14,10.0,-8,Yes,L ,-24,25,19
23,2019-12-06,DET,IND,0,7,17,.412,0,1,.000,0,0,,2,4,6,5,1,0,2,0,14,10.0,-3,Yes,W ,+7,25,43
24,2019-12-09,DET,NOP,0,9,17,.529,1,3,.333,2,2,1.000,1,1,2,7,0,0,2,1,21,16.2,+2,Yes,W ,+2,28,22
25,2019-12-12,DET,DAL,0,7,16,.438,5,10,.500,0,0,,0,0,0,4,2,0,3,0,19,12.4,-17,Yes,L ,-11,25,46
26,2019-12-14,DET,HOU,0,10,21,.476,0,4,.000,0,0,,2,2,4,12,0,0,2,2,20,16.9,-6,Yes,W ,+8,26,57
27,2019-12-16,DET,WAS,0,8,17,.471,2,5,.400,4,4,1.000,2,4,6,8,1,0,3,1,22,19.1,-13,Yes,L ,-14,28,33
28,2019-12-18,DET,TOR,0,8,17,.471,0,4,.000,0,1,.000,0,4,4,5,0,1,1,0,16,11.3,-9,Yes,L ,-13,28,22
29,2019-12-20,DET,BOS,0,6,12,.500,0,1,.000,2,2,1.000,0,0,0,4,0,0,3,0,14,7.8,-26,Yes,L ,-21,23,34
30,2019-12-21,DET,CHI,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-12,00,00
31,2019-12-23,DET,PHI,0,7,14,.500,0,4,.000,2,2,1.000,0,3,3,7,2,1,2,0,16,15.5,-3,Yes,L ,-16,25,17
32,2019-12-26,DET,WAS,0,6,11,.545,3,6,.500,0,0,,2,0,2,6,1,0,2,1,15,13.9,+9,Yes,W ,+30,21,05
33,2019-12-28,DET,SAS,0,10,17,.588,2,4,.500,2,2,1.000,0,3,3,4,4,0,4,0,24,19.8,-11,Yes,L ,-27,27,19
34,2019-12-30,DET,UTA,0,8,17,.471,1,2,.500,3,6,.500,0,0,0,4,1,1,2,1,20,12.2,+1,Yes,L ,-23,26,16
35,2020-01-02,DET,LAC,0,5,15,.333,0,2,.000,4,4,1.000,0,2,2,6,0,0,1,1,14,8.9,-6,Yes,L ,-14,27,00
36,2020-01-04,DET,GSW,0,10,16,.625,1,4,.250,1,1,1.000,0,2,2,2,1,0,4,1,22,13.4,+4,Yes,W ,+7,28,13
37,2020-01-05,DET,LAL,0,8,19,.421,2,3,.667,10,10,1.000,1,2,3,5,1,1,2,3,28,21.2,-3,Yes,L ,-7,28,53
38,2020-01-07,DET,CLE,0,9,21,.429,2,5,.400,4,4,1.000,0,3,3,7,1,0,4,2,24,14.9,+5,Yes,W ,+2,30,32
39,2020-01-09,DET,CLE,0,13,24,.542,0,2,.000,1,1,1.000,4,3,7,5,0,0,6,3,27,15.4,+1,Yes,L ,-3,35,42
40,2020-01-11,DET,CHI,0,7,11,.636,2,3,.667,4,4,1.000,0,2,2,7,0,0,4,1,20,16.2,-1,Yes,L ,-9,29,00
42,2020-01-13,DET,NOP,0,10,23,.435,0,3,.000,3,4,.750,0,4,4,8,0,1,3,1,23,14.6,+2,Yes,L ,-7,36,31
43,2020-01-15,DET,BOS,1,11,13,.846,0,2,.000,0,0,,0,2,2,6,0,1,3,0,22,19.8,+12,Yes,W ,+13,28,44
44,2020-01-18,DET,ATL,1,12,17,.706,1,3,.333,2,2,1.000,0,2,2,9,1,0,1,1,27,26.4,+24,Yes,W ,+33,26,19
45,2020-01-20,DET,WAS,1,8,21,.381,1,5,.200,4,6,.667,0,4,4,2,2,0,2,1,21,10.9,-6,Yes,L ,-6,34,17
46,2020-01-22,DET,SAC,1,8,17,.471,0,1,.000,6,7,.857,0,6,6,11,0,0,1,4,22,19.8,0,Yes,W ,+21,30,07
47,2020-01-24,DET,MEM,1,10,21,.476,0,2,.000,2,3,.667,2,1,3,8,1,0,3,1,22,15.8,-18,Yes,L ,-13,33,10
48,2020-01-25,DET,BRK,1,10,22,.455,2,4,.500,5,5,1.000,1,3,4,6,2,0,1,1,27,22.0,-10,Yes,L ,-10,36,59
49,2020-01-27,DET,CLE,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-15,00,00
50,2020-01-29,DET,BRK,1,9,15,.600,1,2,.500,3,3,1.000,0,6,6,5,0,0,2,0,22,18.4,-10,Yes,L ,-10,30,47
51,2020-01-31,DET,TOR,1,9,16,.563,2,5,.400,1,1,1.000,0,0,0,3,0,0,1,0,21,14.5,-12,Yes,L ,-13,29,50
52,2020-02-02,DET,DEN,1,1,3,.333,0,1,.000,0,2,.000,1,0,1,2,0,0,1,0,2,0.6,-4,Yes,W ,+5,12,52
53,2020-02-03,DET,MEM,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-14,00,00
54,2020-02-05,DET,PHO,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,+8,00,00
55,2020-02-07,DET,OKC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-7,00,00
56,2020-02-08,DET,NYK,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-3,00,00
57,2020-02-10,DET,CHO,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-11,00,00
58,2020-02-12,DET,ORL,0,1,13,.077,0,4,.000,0,0,,0,0,0,4,1,1,3,0,2,-5.2,-16,Yes,L ,-4,17,02
59,2020-02-20,DET,MIL,1,6,15,.400,0,3,.000,0,0,,0,0,0,4,0,1,2,0,12,5.4,-12,Yes,L ,-20,23,07
60,2020-02-23,DET,POR,1,6,16,.375,1,4,.250,2,2,1.000,0,2,2,3,0,0,5,0,15,3.9,-19,Yes,L ,-3,27,40
61,2020-02-25,DET,DEN,1,6,14,.429,1,3,.333,7,7,1.000,1,1,2,5,2,0,4,2,20,14.3,-12,Yes,L ,-17,27,01
63,2020-02-28,DET,PHO,1,15,24,.625,1,2,.500,0,0,,2,1,3,4,2,1,3,0,31,24.4,-6,Yes,W ,+2,30,08
64,2020-03-01,DET,SAC,1,3,5,.600,1,1,1.000,2,2,1.000,0,3,3,2,0,0,1,1,9,7.6,+11,Yes,L ,-6,9,23
65,2020-03-04,DET,OKC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-7,00,00
66,2020-03-07,DET,UTA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-6,00,00
67,2020-03-08,DET,NYK,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-12,00,00
68,2020-03-11,DET,PHI,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-18,00,00
