,Unnamed: 0,Date,Tm,Opp,GS,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Game Played,Match Result,Points,Minutes Played,Seconds Played
60,63,2012-04-16,CHI,WAS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-3,0,0
61,64,2012-04-18,CHI,CHA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,32,0,0
62,65,2012-04-19,CHI,MIA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-11,0,0
63,66,2012-04-21,CHI,DAL,1,5,9,.556,1,3,.333,0,0,,0,0,0,8,0,0,1,0,11,11.3,+7,Yes,W ,10,31,40
64,67,2012-04-25,CHI,IND,1,3,11,.273,0,2,.000,4,4,1.000,0,0,0,7,1,0,1,1,10,8.0,+8,Yes,W ,5,26,30
65,68,2012-04-26,CHI,CLE,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,32,0,0
0,0,2012-10-31,CHI,SAC,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,6,0,0
1,1,2012-11-02,CHI,CLE,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,29,0,0
2,2,2012-11-03,CHI,NOH,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-7,0,0
3,3,2012-11-06,CHI,ORL,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,6,0,0
4,4,2012-11-08,CHI,OKC,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-6,0,0
5,5,2012-11-10,CHI,MIN,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,7,0,0
6,6,2012-11-12,CHI,BOS,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-6,0,0
7,7,2012-11-14,CHI,PHO,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,6,0,0
8,8,2012-11-17,CHI,LAC,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-21,0,0
9,9,2012-11-18,CHI,POR,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-8,0,0
10,10,2012-11-21,CHI,HOU,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-4,0,0
11,11,2012-11-24,CHI,MIL,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,7,0,0
12,12,2012-11-26,CHI,MIL,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-1,0,0
13,13,2012-11-28,CHI,DAL,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,23,0,0
14,14,2012-12-01,CHI,PHI,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,5,0,0
15,15,2012-12-04,CHI,IND,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-4,0,0
16,16,2012-12-05,CHI,CLE,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,10,0,0
17,17,2012-12-07,CHI,DET,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,4,0,0
18,18,2012-12-08,CHI,NYK,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,8,0,0
19,19,2012-12-11,CHI,LAC,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-5,0,0
20,21,2012-12-12,CHI,PHI,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,7,0,0
21,22,2012-12-15,CHI,BRK,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,1,0,0
22,23,2012-12-17,CHI,MEM,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-9,0,0
23,24,2012-12-18,CHI,BOS,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,11,0,0
24,25,2012-12-21,CHI,NYK,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,4,0,0
25,26,2012-12-22,CHI,ATL,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-17,0,0
26,27,2012-12-25,CHI,HOU,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-23,0,0
27,28,2012-12-29,CHI,WAS,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,10,0,0
28,29,2012-12-31,CHI,CHA,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-10,0,0
29,30,2013-01-02,CHI,ORL,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,2,0,0
30,31,2013-01-04,CHI,MIA,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,7,0,0
31,32,2013-01-07,CHI,CLE,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,26,0,0
32,33,2013-01-09,CHI,MIL,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-8,0,0
33,34,2013-01-11,CHI,NYK,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,7,0,0
34,35,2013-01-12,CHI,PHO,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-16,0,0
35,36,2013-01-14,CHI,ATL,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,39,0,0
36,37,2013-01-16,CHI,TOR,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,2,0,0
37,38,2013-01-18,CHI,BOS,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,1,0,0
38,39,2013-01-19,CHI,MEM,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-3,0,0
39,40,2013-01-21,CHI,LAL,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,12,0,0
40,42,2013-01-23,CHI,DET,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,3,0,0
41,43,2013-01-25,CHI,GSW,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,16,0,0
42,44,2013-01-26,CHI,WAS,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-13,0,0
43,45,2013-01-28,CHI,CHA,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,8,0,0
44,46,2013-01-30,CHI,MIL,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,16,0,0
45,47,2013-02-01,CHI,BRK,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-4,0,0
46,48,2013-02-02,CHI,ATL,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,17,0,0
47,49,2013-02-04,CHI,IND,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-10,0,0
48,50,2013-02-07,CHI,DEN,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-32,0,0
49,51,2013-02-08,CHI,UTA,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,4,0,0
50,52,2013-02-11,CHI,SAS,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-14,0,0
51,53,2013-02-13,CHI,BOS,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-2,0,0
52,54,2013-02-19,CHI,NOH,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,9,0,0
53,55,2013-02-21,CHI,MIA,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-19,0,0
54,56,2013-02-22,CHI,CHA,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,30,0,0
55,57,2013-02-24,CHI,OKC,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-30,0,0
56,58,2013-02-26,CHI,CLE,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-3,0,0
57,59,2013-02-28,CHI,PHI,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,11,0,0
58,60,2013-03-02,CHI,BRK,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,11,0,0
59,61,2013-03-03,CHI,IND,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-5,0,0
60,63,2013-03-06,CHI,SAS,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-18,0,0
61,64,2013-03-08,CHI,UTA,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,1,0,0
62,65,2013-03-10,CHI,LAL,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-9,0,0
63,66,2013-03-13,CHI,SAC,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-42,0,0
64,67,2013-03-15,CHI,GSW,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,18,0,0
65,68,2013-03-18,CHI,DEN,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-1,0,0
66,69,2013-03-21,CHI,POR,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-10,0,0
67,70,2013-03-23,CHI,IND,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,3,0,0
68,71,2013-03-24,CHI,MIN,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,7,0,0
69,72,2013-03-27,CHI,MIA,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,4,0,0
70,73,2013-03-30,CHI,DAL,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-2,0,0
71,74,2013-03-31,CHI,DET,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,1,0,0
72,75,2013-04-02,CHI,WAS,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-4,0,0
73,76,2013-04-04,CHI,BRK,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,2,0,0
74,77,2013-04-05,CHI,ORL,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,1,0,0
75,78,2013-04-07,CHI,DET,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-14,0,0
76,79,2013-04-09,CHI,TOR,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-3,0,0
77,80,2013-04-11,CHI,NYK,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,7,0,0
78,81,2013-04-12,CHI,TOR,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-9,0,0
79,82,2013-04-14,CHI,MIA,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,L ,-12,0,0
80,84,2013-04-15,CHI,ORL,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,18,0,0
81,85,2013-04-17,CHI,WAS,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,No,W ,3,0,0
0,0,2013-10-29,CHI,MIA,1,4,15,.267,1,7,.143,3,4,.750,0,1,1,4,0,0,5,2,12,0.0,-9,Yes,L ,-12,34,21
1,1,2013-10-31,CHI,NYK,1,7,23,.304,2,5,.400,2,2,1.000,3,3,6,3,0,0,4,2,18,5.0,-1,Yes,W ,1,33,43
2,2,2013-11-02,CHI,PHI,1,4,14,.286,1,3,.333,4,4,1.000,2,2,4,6,0,0,8,2,13,2.2,-11,Yes,L ,-3,32,28
3,3,2013-11-06,CHI,IND,1,6,15,.400,1,5,.200,4,5,.800,0,1,1,2,0,0,4,3,17,5.0,-28,Yes,L ,-17,27,28
4,4,2013-11-08,CHI,UTA,1,3,8,.375,1,2,.500,5,5,1.000,0,2,2,5,1,1,4,1,12,9.0,+18,Yes,W ,24,27,4
5,5,2013-11-11,CHI,CLE,1,8,21,.381,0,2,.000,0,0,,1,2,3,7,0,0,0,1,16,10.3,+9,Yes,W ,15,34,0
6,6,2013-11-15,CHI,TOR,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,16,0,0
7,7,2013-11-16,CHI,IND,1,7,16,.438,6,11,.545,0,0,,1,2,3,4,1,0,0,1,20,16.3,+12,Yes,W ,16,30,59
8,8,2013-11-18,CHI,CHA,1,4,13,.308,1,5,.200,3,4,.750,0,3,3,5,1,0,3,1,12,6.1,+3,Yes,W ,5,30,36
9,9,2013-11-21,CHI,DEN,1,9,20,.450,1,2,.500,0,1,.000,1,3,4,4,0,0,2,2,19,9.8,-19,Yes,L ,-10,33,5
10,10,2013-11-22,CHI,POR,1,6,19,.316,2,5,.400,6,7,.857,1,4,5,3,2,0,4,0,20,10.7,-8,Yes,L ,-3,27,31
11,11,2013-11-24,CHI,LAC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-39,0,0
12,12,2013-11-25,CHI,UTA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-6,0,0
13,13,2013-11-27,CHI,DET,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,20,0,0
14,14,2013-11-30,CHI,CLE,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-4,0,0
15,15,2013-12-02,CHI,NOP,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-3,0,0
16,16,2013-12-05,CHI,MIA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,20,0,0
17,17,2013-12-07,CHI,DET,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-17,0,0
18,18,2013-12-10,CHI,MIL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-4,0,0
19,19,2013-12-11,CHI,NYK,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-5,0,0
20,21,2013-12-13,CHI,MIL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,1,0,0
21,22,2013-12-14,CHI,TOR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-22,0,0
22,23,2013-12-16,CHI,ORL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-1,0,0
23,24,2013-12-18,CHI,HOU,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-15,0,0
24,25,2013-12-19,CHI,OKC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-12,0,0
25,26,2013-12-21,CHI,CLE,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,16,0,0
26,27,2013-12-25,CHI,BRK,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,17,0,0
27,28,2013-12-28,CHI,DAL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-22,0,0
28,29,2013-12-30,CHI,MEM,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,4,0,0
29,30,2013-12-31,CHI,TOR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-6,0,0
30,31,2014-01-02,CHI,BOS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,12,0,0
31,32,2014-01-04,CHI,ATL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,7,0,0
32,33,2014-01-07,CHI,PHO,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,No,W ,5,0,0
33,34,2014-01-10,CHI,MIL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,9,0,0
34,35,2014-01-11,CHI,CHA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,6,0,0
35,36,2014-01-13,CHI,WAS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-14,0,0
36,37,2014-01-15,CHI,ORL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,3,0,0
37,38,2014-01-17,CHI,WAS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-3,0,0
