,Unnamed: 0,Date,Tm,Opp,GS,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Game Played,Match Result,Points,Minutes Played,Seconds Played
79,82,2010-04-11,CHI,TOR,1,12,23,.522,0,3,.000,2,2,1.000,1,3,4,7,1,1,1,0,26,21.9,+7,Yes,W ,16,37,39
80,84,2010-04-13,CHI,BOS,1,15,22,.682,0,0,,9,10,.900,2,3,5,7,0,3,2,2,39,35.7,+12,Yes,W ,8,45,35
81,85,2010-04-14,CHI,CHA,1,10,19,.526,2,4,.500,5,6,.833,2,0,2,5,2,1,5,0,27,19.9,+8,Yes,W ,9,42,59
0,0,2010-10-27,CHI,OKC,1,12,31,.387,0,4,.000,4,4,1.000,1,3,4,6,0,1,2,4,28,14.0,-1,Yes,L ,-11,31,19
1,1,2010-10-30,CHI,DET,1,13,27,.481,3,7,.429,10,13,.769,1,5,6,7,2,2,7,3,39,26.4,+15,Yes,W ,10,38,2
2,2,2010-11-01,CHI,POR,1,6,11,.545,0,3,.000,4,6,.667,0,5,5,13,1,0,6,2,16,14.7,+9,Yes,W ,12,36,35
3,3,2010-11-04,CHI,NYK,1,9,17,.529,2,4,.500,4,6,.667,0,1,1,14,1,0,3,2,24,22.2,-10,Yes,L ,-8,34,59
4,4,2010-11-05,CHI,BOS,1,8,19,.421,0,2,.000,2,2,1.000,2,3,5,9,0,0,6,2,18,9.7,-8,Yes,L ,-5,45,36
5,5,2010-11-08,CHI,DEN,1,7,21,.333,1,2,.500,3,5,.600,0,2,2,6,1,1,3,2,18,8.0,+6,Yes,W ,2,39,30
6,6,2010-11-11,CHI,GSW,1,10,17,.588,0,3,.000,2,2,1.000,1,2,3,13,1,1,3,0,22,23.2,+31,Yes,W ,30,36,42
7,7,2010-11-13,CHI,WAS,1,8,20,.400,1,4,.250,7,7,1.000,1,3,4,8,2,1,3,1,24,19.7,+12,Yes,W ,7,36,9
8,8,2010-11-16,CHI,HOU,1,13,20,.650,4,5,.800,3,6,.500,1,2,3,7,3,0,3,4,33,27.6,+6,Yes,W ,3,37,41
9,9,2010-11-17,CHI,SAS,1,15,27,.556,2,4,.500,1,1,1.000,0,3,3,4,0,0,4,2,33,19.0,-19,Yes,L ,-9,37,50
10,10,2010-11-19,CHI,DAL,1,8,17,.471,1,3,.333,5,9,.556,2,2,4,6,1,0,4,0,22,14.9,+6,Yes,W ,5,40,51
11,11,2010-11-23,CHI,LAL,1,11,25,.440,2,5,.400,6,9,.667,1,4,5,8,1,1,3,1,30,21.5,+1,Yes,L ,-7,39,59
12,12,2010-11-24,CHI,PHO,1,14,33,.424,1,5,.200,6,6,1.000,1,11,12,7,0,1,4,6,35,20.7,+7,Yes,W ,8,50,19
13,13,2010-11-26,CHI,DEN,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-1,0,0
14,14,2010-11-27,CHI,SAC,1,10,23,.435,1,4,.250,9,9,1.000,2,5,7,7,1,0,1,3,30,24.5,+10,Yes,W ,11,42,2
15,15,2010-12-01,CHI,ORL,1,5,13,.385,2,4,.500,3,6,.500,0,0,0,4,0,1,3,3,15,6.0,-24,Yes,L ,-29,31,56
16,16,2010-12-03,CHI,BOS,1,7,17,.412,1,5,.200,5,5,1.000,0,3,3,8,0,0,4,2,20,12.6,-29,Yes,L ,-12,36,19
17,17,2010-12-04,CHI,HOU,1,13,28,.464,4,6,.667,0,0,,2,5,7,11,5,1,4,4,30,26.3,-4,Yes,W ,3,44,2
18,18,2010-12-06,CHI,OKC,1,3,13,.231,1,2,.500,4,4,1.000,1,3,4,9,2,1,5,2,11,7.9,+13,Yes,W ,9,38,13
19,19,2010-12-08,CHI,CLE,1,11,22,.500,3,6,.500,4,6,.667,1,3,4,8,0,0,3,0,29,21.4,+3,Yes,W ,5,37,43
20,21,2010-12-10,CHI,LAL,1,12,25,.480,3,5,.600,2,4,.500,2,3,5,9,0,0,4,2,29,19.3,+8,Yes,W ,4,39,26
21,22,2010-12-11,CHI,MIN,1,8,10,.800,5,6,.833,0,0,,1,2,3,7,0,1,3,1,21,20.7,+19,Yes,W ,31,29,31
22,23,2010-12-13,CHI,IND,1,6,18,.333,3,6,.500,2,3,.667,1,5,6,12,1,0,3,3,17,13.8,+25,Yes,W ,19,38,45
23,24,2010-12-15,CHI,TOR,1,3,9,.333,0,2,.000,0,0,,2,1,3,11,2,0,5,0,6,7.3,+22,Yes,W ,17,29,37
24,25,2010-12-18,CHI,LAC,1,12,24,.500,3,6,.500,7,9,.778,2,4,6,8,0,2,4,1,34,26.4,+8,Yes,L ,-1,41,9
25,26,2010-12-21,CHI,PHI,1,7,13,.538,2,4,.500,6,6,1.000,0,5,5,12,1,0,0,1,22,26.2,+41,Yes,W ,45,29,10
26,27,2010-12-22,CHI,WAS,1,9,21,.429,0,6,.000,7,10,.700,1,4,5,5,1,3,4,4,25,15.6,+1,Yes,W ,7,38,10
27,28,2010-12-25,CHI,NYK,1,12,28,.429,0,2,.000,1,3,.333,2,5,7,8,6,0,7,2,25,16.1,-3,Yes,L ,-8,41,21
28,29,2010-12-26,CHI,DET,1,9,23,.391,0,3,.000,5,6,.833,1,11,12,8,2,0,6,2,23,14.9,+9,Yes,W ,3,41,14
29,30,2010-12-28,CHI,MIL,1,7,17,.412,3,4,.750,1,1,1.000,1,5,6,12,1,0,2,1,18,18.1,+13,Yes,W ,13,39,50
30,31,2010-12-31,CHI,NJN,1,5,16,.313,2,6,.333,7,7,1.000,1,3,4,9,0,0,1,0,19,16.7,+4,Yes,W ,9,39,28
31,32,2011-01-01,CHI,CLE,1,9,21,.429,2,6,.333,8,10,.800,0,1,1,11,0,1,3,1,28,21.4,+16,Yes,W ,9,37,8
32,33,2011-01-04,CHI,TOR,1,7,11,.636,2,3,.667,3,3,1.000,0,1,1,6,0,0,1,1,19,17.2,+4,Yes,W ,20,29,44
33,34,2011-01-05,CHI,NJN,1,7,13,.538,2,5,.400,5,7,.714,0,1,1,1,0,0,5,2,21,9.1,-14,Yes,L ,-2,32,50
34,35,2011-01-07,CHI,PHI,1,8,21,.381,1,6,.167,10,10,1.000,1,3,4,9,3,0,4,1,27,22.0,-10,Yes,L ,-6,35,26
35,36,2011-01-08,CHI,BOS,1,10,19,.526,1,3,.333,15,19,.789,1,4,5,2,0,0,4,0,36,24.4,+9,Yes,W ,11,38,58
36,37,2011-01-10,CHI,DET,1,10,20,.500,0,3,.000,9,9,1.000,2,3,5,7,2,1,3,0,29,25.9,+15,Yes,W ,13,43,21
37,38,2011-01-12,CHI,CHA,1,5,17,.294,0,1,.000,7,7,1.000,0,2,2,7,1,1,4,1,17,9.9,-8,Yes,L ,-5,35,47
38,39,2011-01-14,CHI,IND,1,11,21,.524,3,6,.500,4,5,.800,1,9,10,5,0,2,3,1,29,23.2,+14,Yes,W ,13,36,21
39,40,2011-01-15,CHI,MIA,1,12,27,.444,2,6,.333,8,8,1.000,1,3,4,8,0,3,2,1,34,26.8,-1,Yes,W ,3,42,43
40,42,2011-01-17,CHI,MEM,1,7,20,.350,1,3,.333,7,9,.778,2,8,10,12,1,1,1,2,22,22.1,+13,Yes,W ,12,39,45
41,43,2011-01-18,CHI,CHA,1,14,28,.500,2,4,.500,3,4,.750,2,3,5,4,0,1,3,3,33,20.2,-3,Yes,L ,-1,38,29
42,44,2011-01-20,CHI,DAL,1,9,28,.321,2,5,.400,6,6,1.000,3,4,7,9,0,2,4,1,26,16.6,+2,Yes,W ,5,43,30
43,45,2011-01-22,CHI,CLE,1,8,20,.400,1,3,.333,7,9,.778,0,2,2,8,4,3,5,2,24,18.9,+9,Yes,W ,13,38,37
44,46,2011-01-24,CHI,MIL,1,5,16,.313,1,3,.333,10,10,1.000,1,1,2,10,1,1,3,0,21,18.5,0,Yes,W ,9,36,35
45,47,2011-01-28,CHI,ORL,1,6,21,.286,2,6,.333,8,8,1.000,2,4,6,12,0,0,2,2,22,17.9,+11,Yes,W ,9,37,41
46,48,2011-01-29,CHI,IND,1,8,17,.471,1,4,.250,3,3,1.000,1,2,3,7,1,0,2,0,20,16.5,+11,Yes,W ,21,34,36
47,49,2011-02-02,CHI,LAC,1,11,18,.611,4,8,.500,6,8,.750,0,3,3,11,1,1,2,1,32,30.9,+11,Yes,W ,18,37,31
48,50,2011-02-05,CHI,GSW,1,6,15,.400,0,5,.000,2,2,1.000,1,2,3,10,1,0,9,3,14,5.0,-5,Yes,L ,-11,40,23
49,51,2011-02-07,CHI,POR,1,14,27,.519,1,6,.167,7,8,.875,0,1,1,6,0,0,4,2,36,22.0,-11,Yes,L ,-6,38,26
50,52,2011-02-09,CHI,UTA,1,11,26,.423,2,5,.400,5,5,1.000,2,1,3,7,1,0,1,2,29,21.0,+1,Yes,W ,5,38,53
51,53,2011-02-12,CHI,NOH,1,7,15,.467,1,2,.500,8,8,1.000,0,4,4,6,1,0,4,2,23,16.9,+8,Yes,W ,9,35,34
52,54,2011-02-15,CHI,CHA,1,5,14,.357,0,3,.000,8,9,.889,0,3,3,13,1,0,6,3,18,13.6,+15,Yes,W ,12,37,51
53,55,2011-02-17,CHI,SAS,1,18,28,.643,0,4,.000,6,6,1.000,2,3,5,8,0,1,1,2,42,36.4,+15,Yes,W ,10,38,30
54,56,2011-02-23,CHI,TOR,1,8,22,.364,2,6,.333,14,16,.875,0,1,1,10,1,0,3,1,32,23.9,-2,Yes,L ,-5,38,29
55,57,2011-02-24,CHI,MIA,1,9,24,.375,1,5,.200,7,8,.875,0,5,5,6,0,0,4,2,26,13.3,-2,Yes,W ,4,37,22
56,58,2011-02-26,CHI,MIL,1,7,19,.368,1,4,.250,2,2,1.000,1,3,4,4,2,0,3,0,17,9.9,+6,Yes,W ,8,34,39
57,59,2011-02-28,CHI,WAS,1,7,17,.412,2,8,.250,5,6,.833,1,4,5,9,3,1,4,0,21,19.4,+26,Yes,W ,28,32,19
58,60,2011-03-02,CHI,ATL,1,5,21,.238,0,6,.000,2,3,.667,2,3,5,12,1,0,6,1,12,4.2,-5,Yes,L ,-3,37,27
59,61,2011-03-04,CHI,ORL,1,9,20,.450,0,5,.000,6,8,.750,0,4,4,4,2,0,5,0,24,13.8,-3,Yes,W ,8,35,31
60,63,2011-03-06,CHI,MIA,1,12,23,.522,0,3,.000,3,3,1.000,0,1,1,5,1,0,3,2,27,16.7,0,Yes,W ,1,38,21
61,64,2011-03-07,CHI,NOH,1,8,21,.381,2,6,.333,6,7,.857,2,2,4,9,1,2,3,2,24,19.0,+9,Yes,W ,8,40,49
62,65,2011-03-09,CHI,CHA,1,7,15,.467,4,6,.667,2,2,1.000,1,3,4,6,2,3,1,1,20,20.8,+10,Yes,W ,17,31,34
63,66,2011-03-11,CHI,ATL,1,9,24,.375,2,9,.222,14,15,.933,2,4,6,5,1,0,3,2,34,23.7,+25,Yes,W ,18,34,3
64,67,2011-03-12,CHI,UTA,1,7,17,.412,5,11,.455,7,8,.875,0,1,1,4,1,0,4,1,26,16.2,+11,Yes,W ,18,37,47
65,68,2011-03-15,CHI,WAS,1,8,21,.381,2,7,.286,5,5,1.000,2,2,4,7,2,0,3,1,23,17.0,+22,Yes,W ,19,37,44
66,69,2011-03-17,CHI,NJN,1,8,23,.348,0,5,.000,5,6,.833,2,2,4,2,2,2,1,0,21,13.5,+14,Yes,W ,11,37,23
67,70,2011-03-18,CHI,IND,1,11,27,.407,2,8,.250,18,21,.857,2,2,4,2,0,1,4,6,42,24.0,-9,Yes,L ,-7,39,8
68,71,2011-03-21,CHI,SAC,1,6,11,.545,2,4,.500,4,4,1.000,0,0,0,8,1,0,2,3,18,16.1,+17,Yes,W ,40,28,6
69,72,2011-03-22,CHI,ATL,1,11,20,.550,6,8,.750,2,3,.667,2,2,4,10,0,0,1,0,30,28.0,+26,Yes,W ,33,28,50
70,73,2011-03-25,CHI,MEM,1,6,22,.273,0,5,.000,12,13,.923,3,4,7,7,0,0,4,1,24,14.4,+7,Yes,W ,3,37,57
71,74,2011-03-26,CHI,MIL,1,9,17,.529,0,3,.000,12,12,1.000,1,2,3,17,0,0,2,1,30,32.5,+7,Yes,W ,8,40,9
72,75,2011-03-28,CHI,PHI,1,12,24,.500,0,3,.000,7,9,.778,1,3,4,5,3,1,10,1,31,16.6,-6,Yes,L ,-12,41,58
73,76,2011-03-30,CHI,MIN,1,5,14,.357,4,9,.444,9,9,1.000,1,3,4,10,0,0,1,0,23,22.8,+21,Yes,W ,17,30,56
74,77,2011-04-01,CHI,DET,1,8,17,.471,3,6,.500,8,11,.727,0,3,3,7,4,0,3,2,27,23.1,+1,Yes,W ,5,37,44
75,78,2011-04-02,CHI,TOR,1,11,20,.550,1,4,.250,13,14,.929,2,1,3,10,1,3,4,3,36,32.6,+7,Yes,W ,7,42,6
76,79,2011-04-05,CHI,PHO,1,6,15,.400,1,5,.200,6,6,1.000,0,3,3,4,0,1,2,1,19,12.9,0,Yes,W ,3,34,57
77,80,2011-04-07,CHI,BOS,1,9,16,.563,2,5,.400,10,10,1.000,1,4,5,8,2,0,3,3,30,27.7,+24,Yes,W ,16,39,39
78,81,2011-04-08,CHI,CLE,1,4,10,.400,0,2,.000,3,3,1.000,0,1,1,8,0,0,4,2,11,6.7,+3,Yes,W ,11,33,24
79,82,2011-04-10,CHI,ORL,1,13,17,.765,3,5,.600,10,10,1.000,1,2,3,5,0,1,5,3,39,31.6,+6,Yes,W ,3,37,5
80,84,2011-04-12,CHI,NYK,1,10,19,.526,2,6,.333,4,5,.800,0,0,0,3,2,1,4,3,26,15.9,+17,Yes,W ,13,38,3
81,85,2011-04-13,CHI,NJN,1,5,13,.385,0,3,.000,5,8,.625,1,3,4,1,0,0,0,1,15,8.6,-5,Yes,W ,5,30,15
0,0,2011-12-25,CHI,LAL,1,9,13,.692,4,6,.667,0,0,,0,1,1,5,0,1,5,1,22,15.6,+7,Yes,W ,1,35,19
1,1,2011-12-26,CHI,GSW,1,4,17,.235,1,8,.125,4,4,1.000,1,4,5,8,0,0,3,3,13,6.0,+1,Yes,L ,-8,39,4
2,2,2011-12-29,CHI,SAC,1,7,14,.500,0,2,.000,5,6,.833,0,1,1,8,0,0,6,5,19,9.5,-1,Yes,W ,10,32,12
3,3,2011-12-30,CHI,LAC,1,8,14,.571,3,4,.750,10,11,.909,3,5,8,16,1,0,4,3,29,32.6,+16,Yes,W ,13,42,4
4,4,2012-01-01,CHI,MEM,1,4,10,.400,0,1,.000,8,8,1.000,0,3,3,6,2,2,2,1,16,16.7,+43,Yes,W ,40,25,34
5,5,2012-01-03,CHI,ATL,1,8,22,.364,3,8,.375,11,13,.846,0,1,1,7,0,1,2,1,30,20.5,+2,Yes,W ,2,43,59
6,6,2012-01-04,CHI,DET,1,7,15,.467,0,6,.000,3,4,.750,0,2,2,10,2,0,2,1,17,16.1,+14,Yes,W ,16,39,42
7,7,2012-01-06,CHI,ORL,1,7,18,.389,1,3,.333,6,7,.857,1,7,8,10,2,1,4,1,21,18.9,+14,Yes,W ,14,39,22
8,8,2012-01-07,CHI,ATL,1,3,10,.300,0,3,.000,2,2,1.000,1,3,4,6,1,0,5,0,8,4.0,-33,Yes,L ,-15,28,14
9,9,2012-01-09,CHI,DET,1,8,16,.500,1,6,.167,5,5,1.000,0,1,1,8,0,0,3,0,22,16.9,+12,Yes,W ,24,32,42
10,10,2012-01-10,CHI,MIN,1,12,22,.545,4,8,.500,3,4,.750,0,3,3,11,1,2,3,1,31,27.6,+6,Yes,W ,11,41,48
11,11,2012-01-11,CHI,WAS,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,14,0,0
12,12,2012-01-13,CHI,BOS,1,9,21,.429,2,6,.333,5,7,.714,1,3,4,7,0,0,3,3,25,15.4,+16,Yes,W ,9,39,19
13,13,2012-01-14,CHI,TOR,1,7,20,.350,2,6,.333,2,2,1.000,2,2,4,11,3,0,0,0,18,19.5,+18,Yes,W ,13,41,28
14,14,2012-01-16,CHI,MEM,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-16,0,0
15,15,2012-01-17,CHI,PHO,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,21,0,0
16,16,2012-01-20,CHI,CLE,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,39,0,0
17,17,2012-01-21,CHI,CHA,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,6,0,0
18,18,2012-01-23,CHI,NJN,1,9,16,.563,2,5,.400,2,2,1.000,0,5,5,8,1,0,3,3,22,18.3,+8,Yes,W ,15,36,19
19,19,2012-01-25,CHI,IND,1,9,19,.474,1,4,.250,5,5,1.000,1,2,3,3,1,2,2,1,24,17.7,-5,Yes,L ,-5,38,0
20,21,2012-01-27,CHI,MIL,1,14,24,.583,0,2,.000,6,10,.600,1,2,3,3,0,1,3,2,34,21.5,+8,Yes,W ,7,37,17
21,22,2012-01-29,CHI,MIA,1,11,28,.393,0,4,.000,12,14,.857,1,5,6,6,1,1,2,3,34,22.9,+4,Yes,L ,-4,44,33
22,23,2012-01-30,CHI,WAS,1,10,20,.500,1,2,.500,14,15,.933,0,0,0,8,2,3,5,1,35,28.9,+13,Yes,W ,10,40,53
23,24,2012-02-01,CHI,PHI,1,8,17,.471,1,2,.500,1,3,.333,1,0,1,6,1,0,4,0,18,10.4,-17,Yes,L ,-16,31,4
24,25,2012-02-02,CHI,NYK,1,12,26,.462,2,5,.400,6,9,.667,0,4,4,13,1,0,2,0,32,26.7,+1,Yes,W ,3,39,57
25,26,2012-02-04,CHI,MIL,1,11,24,.458,3,7,.429,1,1,1.000,2,5,7,13,0,1,0,0,26,26.3,+18,Yes,W ,23,35,3
26,27,2012-02-06,CHI,NJN,1,2,3,.667,0,1,.000,0,0,,0,0,0,0,0,0,2,2,4,-0.1,+10,Yes,W ,21,10,40
27,28,2012-02-08,CHI,NOH,1,3,5,.600,0,1,.000,0,0,,0,5,5,6,1,0,1,1,6,9.0,+28,Yes,W ,23,22,22
28,29,2012-02-10,CHI,CHA,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,31,0,0
29,30,2012-02-12,CHI,BOS,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-4,0,0
30,31,2012-02-14,CHI,SAC,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,6,0,0
31,32,2012-02-16,CHI,BOS,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,9,0,0
32,33,2012-02-18,CHI,NJN,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-12,0,0
33,34,2012-02-20,CHI,ATL,1,8,18,.444,2,4,.500,5,9,.556,1,4,5,6,0,0,4,0,23,14.1,+19,Yes,W ,11,34,54
34,35,2012-02-22,CHI,MIL,1,6,13,.462,1,2,.500,3,4,.750,1,1,2,7,0,2,3,1,16,12.8,+15,Yes,W ,19,30,15
35,36,2012-02-28,CHI,NOH,1,11,24,.458,1,5,.200,9,11,.818,1,1,2,9,3,2,2,2,32,27.7,+16,Yes,W ,4,40,49
36,37,2012-02-29,CHI,SAS,1,10,23,.435,1,5,.200,8,8,1.000,0,1,1,4,0,1,2,2,29,17.9,+1,Yes,W ,7,35,19
37,38,2012-03-02,CHI,CLE,1,9,17,.529,1,5,.200,0,2,.000,0,1,1,9,3,0,2,1,19,17.1,+18,Yes,W ,21,28,19
38,39,2012-03-04,CHI,PHI,1,12,23,.522,4,7,.571,7,9,.778,0,4,4,8,1,1,3,3,35,27.2,+11,Yes,W ,5,41,53
39,40,2012-03-05,CHI,IND,1,5,16,.313,3,6,.500,0,2,.000,1,3,4,9,0,1,2,2,13,8.8,+14,Yes,W ,20,28,53
40,42,2012-03-07,CHI,MIL,1,8,22,.364,0,5,.000,14,14,1.000,1,7,8,11,1,1,4,0,30,26.0,0,Yes,W ,2,39,17
41,43,2012-03-08,CHI,ORL,1,6,22,.273,2,6,.333,3,4,.750,2,2,4,9,1,1,1,1,17,12.2,-11,Yes,L ,-5,36,27
42,44,2012-03-10,CHI,UTA,1,7,13,.538,0,2,.000,10,11,.909,0,2,2,13,1,1,6,0,24,22.7,+10,Yes,W ,14,35,24
43,45,2012-03-12,CHI,NYK,1,12,29,.414,2,6,.333,6,9,.667,2,4,6,7,0,0,4,1,32,18.4,+6,Yes,W ,5,42,43
44,46,2012-03-14,CHI,MIA,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,No,W ,4,0,0
45,47,2012-03-16,CHI,POR,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-11,0,0
46,48,2012-03-17,CHI,PHI,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,9,0,0
47,49,2012-03-19,CHI,ORL,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,26,0,0
48,50,2012-03-21,CHI,TOR,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,12,0,0
49,51,2012-03-24,CHI,TOR,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,1,0,0
50,52,2012-03-26,CHI,DEN,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-17,0,0
51,53,2012-03-28,CHI,ATL,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,21,0,0
52,54,2012-03-30,CHI,DET,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,12,0,0
53,55,2012-04-01,CHI,OKC,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-14,0,0
54,56,2012-04-02,CHI,HOU,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-6,0,0
55,57,2012-04-05,CHI,BOS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,7,0,0
56,58,2012-04-08,CHI,NYK,1,8,26,.308,4,8,.500,9,12,.750,0,6,6,4,1,1,8,1,29,10.7,-5,Yes,L ,-1,38,37
57,59,2012-04-10,CHI,NYK,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,12,0,0
58,60,2012-04-12,CHI,MIA,1,1,13,.077,0,3,.000,0,0,,1,2,3,8,1,0,3,0,2,-1.8,-27,Yes,W ,10,25,28
59,61,2012-04-15,CHI,DET,1,9,22,.409,1,4,.250,5,8,.625,1,3,4,9,2,2,7,4,24,13.7,+25,Yes,W ,6,41,7
