,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Tm,Opp,GS,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Game Played,Match Result,Points,Minutes Played,Seconds Played,Trp Dbl,Team
150,155,73,76,2010-03-30,CHI,PHO,1,7,16,0.438,1,4,0.25,8,9,0.889,1,4,5,10,1,0,1,0,23,23.1,-3,Yes,L ,-6,42,30,No,Illinois
151,156,74,77,2010-04-02,CHI,WAS,1,10,19,0.526,0,1,0.0,4,4,1.0,2,2,4,5,0,0,3,0,24,17.2,0,Yes,W ,8,40,49,No,Illinois
152,157,75,78,2010-04-03,CHI,CHA,1,10,19,0.526,0,1,0.0,6,6,1.0,0,4,4,5,0,1,3,0,26,19.1,6,Yes,W ,8,40,42,No,Illinois
153,158,76,79,2010-04-06,CHI,MIL,1,5,12,0.417,0,0,,2,2,1.0,0,5,5,11,1,0,6,3,12,8.6,0,Yes,L ,-5,38,7,No,Illinois
154,159,77,80,2010-04-08,CHI,CLE,1,10,17,0.588,1,3,0.333,3,7,0.429,0,3,3,10,1,0,4,3,24,18.2,6,Yes,W ,1,38,16,No,Illinois
155,160,78,81,2010-04-09,CHI,NJN,1,9,19,0.474,0,1,0.0,7,12,0.583,0,6,6,6,0,0,7,6,25,9.9,-4,Yes,L ,-11,47,44,No,Illinois
156,161,79,82,2010-04-11,CHI,TOR,1,12,23,0.522,0,3,0.0,2,2,1.0,1,3,4,7,1,1,1,0,26,21.9,7,Yes,W ,16,37,39,No,Illinois
157,162,80,84,2010-04-13,CHI,BOS,1,15,22,0.682,0,0,,9,10,0.9,2,3,5,7,0,3,2,2,39,35.7,12,Yes,W ,8,45,35,No,Illinois
158,163,81,85,2010-04-14,CHI,CHA,1,10,19,0.526,2,4,0.5,5,6,0.833,2,0,2,5,2,1,5,0,27,19.9,8,Yes,W ,9,42,59,No,Illinois
159,164,0,0,2010-10-27,CHI,OKC,1,12,31,0.387,0,4,0.0,4,4,1.0,1,3,4,6,0,1,2,4,28,14.0,-1,Yes,L ,-11,31,19,No,Illinois
160,165,1,1,2010-10-30,CHI,DET,1,13,27,0.481,3,7,0.429,10,13,0.769,1,5,6,7,2,2,7,3,39,26.4,15,Yes,W ,10,38,2,No,Illinois
161,166,2,2,2010-11-01,CHI,POR,1,6,11,0.545,0,3,0.0,4,6,0.667,0,5,5,13,1,0,6,2,16,14.7,9,Yes,W ,12,36,35,No,Illinois
162,167,3,3,2010-11-04,CHI,NYK,1,9,17,0.529,2,4,0.5,4,6,0.667,0,1,1,14,1,0,3,2,24,22.2,-10,Yes,L ,-8,34,59,No,Illinois
163,168,4,4,2010-11-05,CHI,BOS,1,8,19,0.421,0,2,0.0,2,2,1.0,2,3,5,9,0,0,6,2,18,9.7,-8,Yes,L ,-5,45,36,No,Illinois
164,169,5,5,2010-11-08,CHI,DEN,1,7,21,0.333,1,2,0.5,3,5,0.6,0,2,2,6,1,1,3,2,18,8.0,6,Yes,W ,2,39,30,No,Illinois
165,170,6,6,2010-11-11,CHI,GSW,1,10,17,0.588,0,3,0.0,2,2,1.0,1,2,3,13,1,1,3,0,22,23.2,31,Yes,W ,30,36,42,No,Illinois
166,171,7,7,2010-11-13,CHI,WAS,1,8,20,0.4,1,4,0.25,7,7,1.0,1,3,4,8,2,1,3,1,24,19.7,12,Yes,W ,7,36,9,No,Illinois
167,172,8,8,2010-11-16,CHI,HOU,1,13,20,0.65,4,5,0.8,3,6,0.5,1,2,3,7,3,0,3,4,33,27.6,6,Yes,W ,3,37,41,No,Illinois
168,173,9,9,2010-11-17,CHI,SAS,1,15,27,0.556,2,4,0.5,1,1,1.0,0,3,3,4,0,0,4,2,33,19.0,-19,Yes,L ,-9,37,50,No,Illinois
169,174,10,10,2010-11-19,CHI,DAL,1,8,17,0.471,1,3,0.333,5,9,0.556,2,2,4,6,1,0,4,0,22,14.9,6,Yes,W ,5,40,51,No,Illinois
170,175,11,11,2010-11-23,CHI,LAL,1,11,25,0.44,2,5,0.4,6,9,0.667,1,4,5,8,1,1,3,1,30,21.5,1,Yes,L ,-7,39,59,No,Illinois
171,176,12,12,2010-11-24,CHI,PHO,1,14,33,0.424,1,5,0.2,6,6,1.0,1,11,12,7,0,1,4,6,35,20.7,7,Yes,W ,8,50,19,No,Illinois
172,178,14,14,2010-11-27,CHI,SAC,1,10,23,0.435,1,4,0.25,9,9,1.0,2,5,7,7,1,0,1,3,30,24.5,10,Yes,W ,11,42,2,No,Illinois
173,179,15,15,2010-12-01,CHI,ORL,1,5,13,0.385,2,4,0.5,3,6,0.5,0,0,0,4,0,1,3,3,15,6.0,-24,Yes,L ,-29,31,56,No,Illinois
174,180,16,16,2010-12-03,CHI,BOS,1,7,17,0.412,1,5,0.2,5,5,1.0,0,3,3,8,0,0,4,2,20,12.6,-29,Yes,L ,-12,36,19,No,Illinois
175,181,17,17,2010-12-04,CHI,HOU,1,13,28,0.464,4,6,0.667,0,0,,2,5,7,11,5,1,4,4,30,26.3,-4,Yes,W ,3,44,2,No,Illinois
176,182,18,18,2010-12-06,CHI,OKC,1,3,13,0.231,1,2,0.5,4,4,1.0,1,3,4,9,2,1,5,2,11,7.9,13,Yes,W ,9,38,13,No,Illinois
177,183,19,19,2010-12-08,CHI,CLE,1,11,22,0.5,3,6,0.5,4,6,0.667,1,3,4,8,0,0,3,0,29,21.4,3,Yes,W ,5,37,43,No,Illinois
178,184,20,21,2010-12-10,CHI,LAL,1,12,25,0.48,3,5,0.6,2,4,0.5,2,3,5,9,0,0,4,2,29,19.3,8,Yes,W ,4,39,26,No,Illinois
179,185,21,22,2010-12-11,CHI,MIN,1,8,10,0.8,5,6,0.833,0,0,,1,2,3,7,0,1,3,1,21,20.7,19,Yes,W ,31,29,31,No,Illinois
180,186,22,23,2010-12-13,CHI,IND,1,6,18,0.333,3,6,0.5,2,3,0.667,1,5,6,12,1,0,3,3,17,13.8,25,Yes,W ,19,38,45,No,Illinois
181,187,23,24,2010-12-15,CHI,TOR,1,3,9,0.333,0,2,0.0,0,0,,2,1,3,11,2,0,5,0,6,7.3,22,Yes,W ,17,29,37,No,Illinois
182,188,24,25,2010-12-18,CHI,LAC,1,12,24,0.5,3,6,0.5,7,9,0.778,2,4,6,8,0,2,4,1,34,26.4,8,Yes,L ,-1,41,9,No,Illinois
183,189,25,26,2010-12-21,CHI,PHI,1,7,13,0.538,2,4,0.5,6,6,1.0,0,5,5,12,1,0,0,1,22,26.2,41,Yes,W ,45,29,10,No,Illinois
184,190,26,27,2010-12-22,CHI,WAS,1,9,21,0.429,0,6,0.0,7,10,0.7,1,4,5,5,1,3,4,4,25,15.6,1,Yes,W ,7,38,10,No,Illinois
185,191,27,28,2010-12-25,CHI,NYK,1,12,28,0.429,0,2,0.0,1,3,0.333,2,5,7,8,6,0,7,2,25,16.1,-3,Yes,L ,-8,41,21,No,Illinois
186,192,28,29,2010-12-26,CHI,DET,1,9,23,0.391,0,3,0.0,5,6,0.833,1,11,12,8,2,0,6,2,23,14.9,9,Yes,W ,3,41,14,No,Illinois
187,193,29,30,2010-12-28,CHI,MIL,1,7,17,0.412,3,4,0.75,1,1,1.0,1,5,6,12,1,0,2,1,18,18.1,13,Yes,W ,13,39,50,No,Illinois
188,194,30,31,2010-12-31,CHI,NJN,1,5,16,0.313,2,6,0.333,7,7,1.0,1,3,4,9,0,0,1,0,19,16.7,4,Yes,W ,9,39,28,No,Illinois
189,195,31,32,2011-01-01,CHI,CLE,1,9,21,0.429,2,6,0.333,8,10,0.8,0,1,1,11,0,1,3,1,28,21.4,16,Yes,W ,9,37,8,No,Illinois
190,196,32,33,2011-01-04,CHI,TOR,1,7,11,0.636,2,3,0.667,3,3,1.0,0,1,1,6,0,0,1,1,19,17.2,4,Yes,W ,20,29,44,No,Illinois
191,197,33,34,2011-01-05,CHI,NJN,1,7,13,0.538,2,5,0.4,5,7,0.714,0,1,1,1,0,0,5,2,21,9.1,-14,Yes,L ,-2,32,50,No,Illinois
192,198,34,35,2011-01-07,CHI,PHI,1,8,21,0.381,1,6,0.167,10,10,1.0,1,3,4,9,3,0,4,1,27,22.0,-10,Yes,L ,-6,35,26,No,Illinois
193,199,35,36,2011-01-08,CHI,BOS,1,10,19,0.526,1,3,0.333,15,19,0.789,1,4,5,2,0,0,4,0,36,24.4,9,Yes,W ,11,38,58,No,Illinois
194,200,36,37,2011-01-10,CHI,DET,1,10,20,0.5,0,3,0.0,9,9,1.0,2,3,5,7,2,1,3,0,29,25.9,15,Yes,W ,13,43,21,No,Illinois
195,201,37,38,2011-01-12,CHI,CHA,1,5,17,0.294,0,1,0.0,7,7,1.0,0,2,2,7,1,1,4,1,17,9.9,-8,Yes,L ,-5,35,47,No,Illinois
196,202,38,39,2011-01-14,CHI,IND,1,11,21,0.524,3,6,0.5,4,5,0.8,1,9,10,5,0,2,3,1,29,23.2,14,Yes,W ,13,36,21,No,Illinois
197,203,39,40,2011-01-15,CHI,MIA,1,12,27,0.444,2,6,0.333,8,8,1.0,1,3,4,8,0,3,2,1,34,26.8,-1,Yes,W ,3,42,43,No,Illinois
198,204,40,42,2011-01-17,CHI,MEM,1,7,20,0.35,1,3,0.333,7,9,0.778,2,8,10,12,1,1,1,2,22,22.1,13,Yes,W ,12,39,45,Yes,Illinois
199,205,41,43,2011-01-18,CHI,CHA,1,14,28,0.5,2,4,0.5,3,4,0.75,2,3,5,4,0,1,3,3,33,20.2,-3,Yes,L ,-1,38,29,No,Illinois
200,206,42,44,2011-01-20,CHI,DAL,1,9,28,0.321,2,5,0.4,6,6,1.0,3,4,7,9,0,2,4,1,26,16.6,2,Yes,W ,5,43,30,No,Illinois
201,207,43,45,2011-01-22,CHI,CLE,1,8,20,0.4,1,3,0.333,7,9,0.778,0,2,2,8,4,3,5,2,24,18.9,9,Yes,W ,13,38,37,No,Illinois
202,208,44,46,2011-01-24,CHI,MIL,1,5,16,0.313,1,3,0.333,10,10,1.0,1,1,2,10,1,1,3,0,21,18.5,0,Yes,W ,9,36,35,No,Illinois
203,209,45,47,2011-01-28,CHI,ORL,1,6,21,0.286,2,6,0.333,8,8,1.0,2,4,6,12,0,0,2,2,22,17.9,11,Yes,W ,9,37,41,No,Illinois
204,210,46,48,2011-01-29,CHI,IND,1,8,17,0.471,1,4,0.25,3,3,1.0,1,2,3,7,1,0,2,0,20,16.5,11,Yes,W ,21,34,36,No,Illinois
205,211,47,49,2011-02-02,CHI,LAC,1,11,18,0.611,4,8,0.5,6,8,0.75,0,3,3,11,1,1,2,1,32,30.9,11,Yes,W ,18,37,31,No,Illinois
206,212,48,50,2011-02-05,CHI,GSW,1,6,15,0.4,0,5,0.0,2,2,1.0,1,2,3,10,1,0,9,3,14,5.0,-5,Yes,L ,-11,40,23,No,Illinois
207,213,49,51,2011-02-07,CHI,POR,1,14,27,0.519,1,6,0.167,7,8,0.875,0,1,1,6,0,0,4,2,36,22.0,-11,Yes,L ,-6,38,26,No,Illinois
208,214,50,52,2011-02-09,CHI,UTA,1,11,26,0.423,2,5,0.4,5,5,1.0,2,1,3,7,1,0,1,2,29,21.0,1,Yes,W ,5,38,53,No,Illinois
209,215,51,53,2011-02-12,CHI,NOH,1,7,15,0.467,1,2,0.5,8,8,1.0,0,4,4,6,1,0,4,2,23,16.9,8,Yes,W ,9,35,34,No,Illinois
210,216,52,54,2011-02-15,CHI,CHA,1,5,14,0.357,0,3,0.0,8,9,0.889,0,3,3,13,1,0,6,3,18,13.6,15,Yes,W ,12,37,51,No,Illinois
211,217,53,55,2011-02-17,CHI,SAS,1,18,28,0.643,0,4,0.0,6,6,1.0,2,3,5,8,0,1,1,2,42,36.4,15,Yes,W ,10,38,30,No,Illinois
212,218,54,56,2011-02-23,CHI,TOR,1,8,22,0.364,2,6,0.333,14,16,0.875,0,1,1,10,1,0,3,1,32,23.9,-2,Yes,L ,-5,38,29,No,Illinois
213,219,55,57,2011-02-24,CHI,MIA,1,9,24,0.375,1,5,0.2,7,8,0.875,0,5,5,6,0,0,4,2,26,13.3,-2,Yes,W ,4,37,22,No,Illinois
214,220,56,58,2011-02-26,CHI,MIL,1,7,19,0.368,1,4,0.25,2,2,1.0,1,3,4,4,2,0,3,0,17,9.9,6,Yes,W ,8,34,39,No,Illinois
215,221,57,59,2011-02-28,CHI,WAS,1,7,17,0.412,2,8,0.25,5,6,0.833,1,4,5,9,3,1,4,0,21,19.4,26,Yes,W ,28,32,19,No,Illinois
216,222,58,60,2011-03-02,CHI,ATL,1,5,21,0.238,0,6,0.0,2,3,0.667,2,3,5,12,1,0,6,1,12,4.2,-5,Yes,L ,-3,37,27,No,Illinois
217,223,59,61,2011-03-04,CHI,ORL,1,9,20,0.45,0,5,0.0,6,8,0.75,0,4,4,4,2,0,5,0,24,13.8,-3,Yes,W ,8,35,31,No,Illinois
218,224,60,63,2011-03-06,CHI,MIA,1,12,23,0.522,0,3,0.0,3,3,1.0,0,1,1,5,1,0,3,2,27,16.7,0,Yes,W ,1,38,21,No,Illinois
219,225,61,64,2011-03-07,CHI,NOH,1,8,21,0.381,2,6,0.333,6,7,0.857,2,2,4,9,1,2,3,2,24,19.0,9,Yes,W ,8,40,49,No,Illinois
220,226,62,65,2011-03-09,CHI,CHA,1,7,15,0.467,4,6,0.667,2,2,1.0,1,3,4,6,2,3,1,1,20,20.8,10,Yes,W ,17,31,34,No,Illinois
221,227,63,66,2011-03-11,CHI,ATL,1,9,24,0.375,2,9,0.222,14,15,0.933,2,4,6,5,1,0,3,2,34,23.7,25,Yes,W ,18,34,3,No,Illinois
222,228,64,67,2011-03-12,CHI,UTA,1,7,17,0.412,5,11,0.455,7,8,0.875,0,1,1,4,1,0,4,1,26,16.2,11,Yes,W ,18,37,47,No,Illinois
223,229,65,68,2011-03-15,CHI,WAS,1,8,21,0.381,2,7,0.286,5,5,1.0,2,2,4,7,2,0,3,1,23,17.0,22,Yes,W ,19,37,44,No,Illinois
224,230,66,69,2011-03-17,CHI,NJN,1,8,23,0.348,0,5,0.0,5,6,0.833,2,2,4,2,2,2,1,0,21,13.5,14,Yes,W ,11,37,23,No,Illinois
225,231,67,70,2011-03-18,CHI,IND,1,11,27,0.407,2,8,0.25,18,21,0.857,2,2,4,2,0,1,4,6,42,24.0,-9,Yes,L ,-7,39,8,No,Illinois
226,232,68,71,2011-03-21,CHI,SAC,1,6,11,0.545,2,4,0.5,4,4,1.0,0,0,0,8,1,0,2,3,18,16.1,17,Yes,W ,40,28,6,No,Illinois
227,233,69,72,2011-03-22,CHI,ATL,1,11,20,0.55,6,8,0.75,2,3,0.667,2,2,4,10,0,0,1,0,30,28.0,26,Yes,W ,33,28,50,No,Illinois
228,234,70,73,2011-03-25,CHI,MEM,1,6,22,0.273,0,5,0.0,12,13,0.923,3,4,7,7,0,0,4,1,24,14.4,7,Yes,W ,3,37,57,No,Illinois
229,235,71,74,2011-03-26,CHI,MIL,1,9,17,0.529,0,3,0.0,12,12,1.0,1,2,3,17,0,0,2,1,30,32.5,7,Yes,W ,8,40,9,No,Illinois
230,236,72,75,2011-03-28,CHI,PHI,1,12,24,0.5,0,3,0.0,7,9,0.778,1,3,4,5,3,1,10,1,31,16.6,-6,Yes,L ,-12,41,58,No,Illinois
231,237,73,76,2011-03-30,CHI,MIN,1,5,14,0.357,4,9,0.444,9,9,1.0,1,3,4,10,0,0,1,0,23,22.8,21,Yes,W ,17,30,56,No,Illinois
232,238,74,77,2011-04-01,CHI,DET,1,8,17,0.471,3,6,0.5,8,11,0.727,0,3,3,7,4,0,3,2,27,23.1,1,Yes,W ,5,37,44,No,Illinois
233,239,75,78,2011-04-02,CHI,TOR,1,11,20,0.55,1,4,0.25,13,14,0.929,2,1,3,10,1,3,4,3,36,32.6,7,Yes,W ,7,42,6,No,Illinois
234,240,76,79,2011-04-05,CHI,PHO,1,6,15,0.4,1,5,0.2,6,6,1.0,0,3,3,4,0,1,2,1,19,12.9,0,Yes,W ,3,34,57,No,Illinois
235,241,77,80,2011-04-07,CHI,BOS,1,9,16,0.563,2,5,0.4,10,10,1.0,1,4,5,8,2,0,3,3,30,27.7,24,Yes,W ,16,39,39,No,Illinois
236,242,78,81,2011-04-08,CHI,CLE,1,4,10,0.4,0,2,0.0,3,3,1.0,0,1,1,8,0,0,4,2,11,6.7,3,Yes,W ,11,33,24,No,Illinois
237,243,79,82,2011-04-10,CHI,ORL,1,13,17,0.765,3,5,0.6,10,10,1.0,1,2,3,5,0,1,5,3,39,31.6,6,Yes,W ,3,37,5,No,Illinois
238,244,80,84,2011-04-12,CHI,NYK,1,10,19,0.526,2,6,0.333,4,5,0.8,0,0,0,3,2,1,4,3,26,15.9,17,Yes,W ,13,38,3,No,Illinois
239,245,81,85,2011-04-13,CHI,NJN,1,5,13,0.385,0,3,0.0,5,8,0.625,1,3,4,1,0,0,0,1,15,8.6,-5,Yes,W ,5,30,15,No,Illinois
240,246,0,0,2011-12-25,CHI,LAL,1,9,13,0.692,4,6,0.667,0,0,,0,1,1,5,0,1,5,1,22,15.6,7,Yes,W ,1,35,19,No,Illinois
241,247,1,1,2011-12-26,CHI,GSW,1,4,17,0.235,1,8,0.125,4,4,1.0,1,4,5,8,0,0,3,3,13,6.0,1,Yes,L ,-8,39,4,No,Illinois
242,248,2,2,2011-12-29,CHI,SAC,1,7,14,0.5,0,2,0.0,5,6,0.833,0,1,1,8,0,0,6,5,19,9.5,-1,Yes,W ,10,32,12,No,Illinois
243,249,3,3,2011-12-30,CHI,LAC,1,8,14,0.571,3,4,0.75,10,11,0.909,3,5,8,16,1,0,4,3,29,32.6,16,Yes,W ,13,42,4,No,Illinois
244,250,4,4,2012-01-01,CHI,MEM,1,4,10,0.4,0,1,0.0,8,8,1.0,0,3,3,6,2,2,2,1,16,16.7,43,Yes,W ,40,25,34,No,Illinois
245,251,5,5,2012-01-03,CHI,ATL,1,8,22,0.364,3,8,0.375,11,13,0.846,0,1,1,7,0,1,2,1,30,20.5,2,Yes,W ,2,43,59,No,Illinois
246,252,6,6,2012-01-04,CHI,DET,1,7,15,0.467,0,6,0.0,3,4,0.75,0,2,2,10,2,0,2,1,17,16.1,14,Yes,W ,16,39,42,No,Illinois
247,253,7,7,2012-01-06,CHI,ORL,1,7,18,0.389,1,3,0.333,6,7,0.857,1,7,8,10,2,1,4,1,21,18.9,14,Yes,W ,14,39,22,No,Illinois
248,254,8,8,2012-01-07,CHI,ATL,1,3,10,0.3,0,3,0.0,2,2,1.0,1,3,4,6,1,0,5,0,8,4.0,-33,Yes,L ,-15,28,14,No,Illinois
249,255,9,9,2012-01-09,CHI,DET,1,8,16,0.5,1,6,0.167,5,5,1.0,0,1,1,8,0,0,3,0,22,16.9,12,Yes,W ,24,32,42,No,Illinois
250,256,10,10,2012-01-10,CHI,MIN,1,12,22,0.545,4,8,0.5,3,4,0.75,0,3,3,11,1,2,3,1,31,27.6,6,Yes,W ,11,41,48,No,Illinois
251,258,12,12,2012-01-13,CHI,BOS,1,9,21,0.429,2,6,0.333,5,7,0.714,1,3,4,7,0,0,3,3,25,15.4,16,Yes,W ,9,39,19,No,Illinois
252,259,13,13,2012-01-14,CHI,TOR,1,7,20,0.35,2,6,0.333,2,2,1.0,2,2,4,11,3,0,0,0,18,19.5,18,Yes,W ,13,41,28,No,Illinois
253,264,18,18,2012-01-23,CHI,NJN,1,9,16,0.563,2,5,0.4,2,2,1.0,0,5,5,8,1,0,3,3,22,18.3,8,Yes,W ,15,36,19,No,Illinois
254,265,19,19,2012-01-25,CHI,IND,1,9,19,0.474,1,4,0.25,5,5,1.0,1,2,3,3,1,2,2,1,24,17.7,-5,Yes,L ,-5,38,0,No,Illinois
255,266,20,21,2012-01-27,CHI,MIL,1,14,24,0.583,0,2,0.0,6,10,0.6,1,2,3,3,0,1,3,2,34,21.5,8,Yes,W ,7,37,17,No,Illinois
256,267,21,22,2012-01-29,CHI,MIA,1,11,28,0.393,0,4,0.0,12,14,0.857,1,5,6,6,1,1,2,3,34,22.9,4,Yes,L ,-4,44,33,No,Illinois
257,268,22,23,2012-01-30,CHI,WAS,1,10,20,0.5,1,2,0.5,14,15,0.933,0,0,0,8,2,3,5,1,35,28.9,13,Yes,W ,10,40,53,No,Illinois
258,269,23,24,2012-02-01,CHI,PHI,1,8,17,0.471,1,2,0.5,1,3,0.333,1,0,1,6,1,0,4,0,18,10.4,-17,Yes,L ,-16,31,4,No,Illinois
259,270,24,25,2012-02-02,CHI,NYK,1,12,26,0.462,2,5,0.4,6,9,0.667,0,4,4,13,1,0,2,0,32,26.7,1,Yes,W ,3,39,57,No,Illinois
260,271,25,26,2012-02-04,CHI,MIL,1,11,24,0.458,3,7,0.429,1,1,1.0,2,5,7,13,0,1,0,0,26,26.3,18,Yes,W ,23,35,3,No,Illinois
261,272,26,27,2012-02-06,CHI,NJN,1,2,3,0.667,0,1,0.0,0,0,,0,0,0,0,0,0,2,2,4,-0.1,10,Yes,W ,21,10,40,No,Illinois
262,273,27,28,2012-02-08,CHI,NOH,1,3,5,0.6,0,1,0.0,0,0,,0,5,5,6,1,0,1,1,6,9.0,28,Yes,W ,23,22,22,No,Illinois
263,279,33,34,2012-02-20,CHI,ATL,1,8,18,0.444,2,4,0.5,5,9,0.556,1,4,5,6,0,0,4,0,23,14.1,19,Yes,W ,11,34,54,No,Illinois
264,280,34,35,2012-02-22,CHI,MIL,1,6,13,0.462,1,2,0.5,3,4,0.75,1,1,2,7,0,2,3,1,16,12.8,15,Yes,W ,19,30,15,No,Illinois
265,281,35,36,2012-02-28,CHI,NOH,1,11,24,0.458,1,5,0.2,9,11,0.818,1,1,2,9,3,2,2,2,32,27.7,16,Yes,W ,4,40,49,No,Illinois
266,282,36,37,2012-02-29,CHI,SAS,1,10,23,0.435,1,5,0.2,8,8,1.0,0,1,1,4,0,1,2,2,29,17.9,1,Yes,W ,7,35,19,No,Illinois
267,283,37,38,2012-03-02,CHI,CLE,1,9,17,0.529,1,5,0.2,0,2,0.0,0,1,1,9,3,0,2,1,19,17.1,18,Yes,W ,21,28,19,No,Illinois
268,284,38,39,2012-03-04,CHI,PHI,1,12,23,0.522,4,7,0.571,7,9,0.778,0,4,4,8,1,1,3,3,35,27.2,11,Yes,W ,5,41,53,No,Illinois
269,285,39,40,2012-03-05,CHI,IND,1,5,16,0.313,3,6,0.5,0,2,0.0,1,3,4,9,0,1,2,2,13,8.8,14,Yes,W ,20,28,53,No,Illinois
270,286,40,42,2012-03-07,CHI,MIL,1,8,22,0.364,0,5,0.0,14,14,1.0,1,7,8,11,1,1,4,0,30,26.0,0,Yes,W ,2,39,17,No,Illinois
271,287,41,43,2012-03-08,CHI,ORL,1,6,22,0.273,2,6,0.333,3,4,0.75,2,2,4,9,1,1,1,1,17,12.2,-11,Yes,L ,-5,36,27,No,Illinois
272,288,42,44,2012-03-10,CHI,UTA,1,7,13,0.538,0,2,0.0,10,11,0.909,0,2,2,13,1,1,6,0,24,22.7,10,Yes,W ,14,35,24,No,Illinois
273,289,43,45,2012-03-12,CHI,NYK,1,12,29,0.414,2,6,0.333,6,9,0.667,2,4,6,7,0,0,4,1,32,18.4,6,Yes,W ,5,42,43,No,Illinois
274,302,56,58,2012-04-08,CHI,NYK,1,8,26,0.308,4,8,0.5,9,12,0.75,0,6,6,4,1,1,8,1,29,10.7,-5,Yes,L ,-1,38,37,No,Illinois
275,304,58,60,2012-04-12,CHI,MIA,1,1,13,0.077,0,3,0.0,0,0,,1,2,3,8,1,0,3,0,2,-1.8,-27,Yes,W ,10,25,28,No,Illinois
276,305,59,61,2012-04-15,CHI,DET,1,9,22,0.409,1,4,0.25,5,8,0.625,1,3,4,9,2,2,7,4,24,13.7,25,Yes,W ,6,41,7,No,Illinois
277,309,63,66,2012-04-21,CHI,DAL,1,5,9,0.556,1,3,0.333,0,0,,0,0,0,8,0,0,1,0,11,11.3,7,Yes,W ,10,31,40,No,Illinois
278,310,64,67,2012-04-25,CHI,IND,1,3,11,0.273,0,2,0.0,4,4,1.0,0,0,0,7,1,0,1,1,10,8.0,8,Yes,W ,5,26,30,No,Illinois
279,394,0,0,2013-10-29,CHI,MIA,1,4,15,0.267,1,7,0.143,3,4,0.75,0,1,1,4,0,0,5,2,12,0.0,-9,Yes,L ,-12,34,21,No,Illinois
280,395,1,1,2013-10-31,CHI,NYK,1,7,23,0.304,2,5,0.4,2,2,1.0,3,3,6,3,0,0,4,2,18,5.0,-1,Yes,W ,1,33,43,No,Illinois
281,396,2,2,2013-11-02,CHI,PHI,1,4,14,0.286,1,3,0.333,4,4,1.0,2,2,4,6,0,0,8,2,13,2.2,-11,Yes,L ,-3,32,28,No,Illinois
282,397,3,3,2013-11-06,CHI,IND,1,6,15,0.4,1,5,0.2,4,5,0.8,0,1,1,2,0,0,4,3,17,5.0,-28,Yes,L ,-17,27,28,No,Illinois
283,398,4,4,2013-11-08,CHI,UTA,1,3,8,0.375,1,2,0.5,5,5,1.0,0,2,2,5,1,1,4,1,12,9.0,18,Yes,W ,24,27,4,No,Illinois
284,399,5,5,2013-11-11,CHI,CLE,1,8,21,0.381,0,2,0.0,0,0,,1,2,3,7,0,0,0,1,16,10.3,9,Yes,W ,15,34,0,No,Illinois
285,401,7,7,2013-11-16,CHI,IND,1,7,16,0.438,6,11,0.545,0,0,,1,2,3,4,1,0,0,1,20,16.3,12,Yes,W ,16,30,59,No,Illinois
286,402,8,8,2013-11-18,CHI,CHA,1,4,13,0.308,1,5,0.2,3,4,0.75,0,3,3,5,1,0,3,1,12,6.1,3,Yes,W ,5,30,36,No,Illinois
287,403,9,9,2013-11-21,CHI,DEN,1,9,20,0.45,1,2,0.5,0,1,0.0,1,3,4,4,0,0,2,2,19,9.8,-19,Yes,L ,-10,33,5,No,Illinois
288,404,10,10,2013-11-22,CHI,POR,1,6,19,0.316,2,5,0.4,6,7,0.857,1,4,5,3,2,0,4,0,20,10.7,-8,Yes,L ,-3,27,31,No,Illinois
289,476,0,0,2014-10-29,CHI,NYK,1,3,7,0.429,0,3,0.0,7,8,0.875,0,3,3,5,2,0,3,2,13,11.5,4,Yes,W ,24,21,21,No,Illinois
