,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Tm,Opp,GS,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Game Played,Match Result,Points,Minutes Played,Seconds Played,Trp Dbl,Team
627,990,50,52,2021-04-09,NYK,MEM,0,8,17,0.471,0,4,0.0,3,3,1.0,2,2,4,3,1,2,2,1,19,14.4,2,Yes,W ,4,26,17,No,New York
628,991,51,53,2021-04-11,NYK,TOR,0,4,10,0.4,0,1,0.0,3,3,1.0,0,1,1,2,0,0,3,2,11,3.5,-7,Yes,W ,6,23,17,No,New York
629,992,52,54,2021-04-12,NYK,LAL,0,5,9,0.556,0,0,,4,4,1.0,1,2,3,2,0,1,1,1,14,11.7,-10,Yes,W ,15,19,50,No,New York
630,993,53,55,2021-04-14,NYK,NOP,0,5,14,0.357,1,4,0.25,0,0,,1,3,4,4,2,1,0,0,11,10.3,14,Yes,W ,10,28,4,No,New York
631,994,54,56,2021-04-16,NYK,DAL,0,7,13,0.538,1,2,0.5,0,0,,0,1,1,5,1,0,0,1,15,13.1,14,Yes,W ,8,24,45,No,New York
632,995,55,57,2021-04-18,NYK,NOP,0,9,17,0.529,2,4,0.5,3,4,0.75,0,3,3,5,1,1,2,1,23,18.0,22,Yes,W ,10,35,13,No,New York
633,996,56,58,2021-04-20,NYK,CHO,0,8,12,0.667,1,4,0.25,0,0,,0,1,1,5,0,0,0,1,17,15.2,2,Yes,W ,12,25,15,No,New York
634,997,57,59,2021-04-21,NYK,ATL,0,8,12,0.667,1,1,1.0,3,4,0.75,0,4,4,3,1,0,2,6,20,14.3,14,Yes,W ,10,30,17,No,New York
635,998,58,60,2021-04-24,NYK,TOR,0,7,10,0.7,0,1,0.0,5,6,0.833,0,4,4,7,2,0,1,2,19,20.7,26,Yes,W ,17,33,16,No,New York
636,999,59,61,2021-04-26,NYK,PHO,0,10,18,0.556,0,1,0.0,2,2,1.0,1,5,6,6,0,0,2,2,22,17.0,-14,Yes,L ,-8,33,13,No,New York
637,1000,60,63,2021-04-28,NYK,CHI,0,2,11,0.182,0,1,0.0,2,2,1.0,0,1,1,6,1,1,0,0,6,5.3,4,Yes,W ,19,25,0,No,New York
638,1001,61,64,2021-05-02,NYK,HOU,0,8,11,0.727,4,5,0.8,4,4,1.0,1,5,6,4,1,0,1,0,24,24.5,35,Yes,W ,25,31,1,No,New York
639,1002,62,65,2021-05-03,NYK,MEM,0,11,15,0.733,3,5,0.6,0,0,,0,2,2,2,1,0,1,1,25,20.5,16,Yes,W ,14,26,37,No,New York
640,1003,63,66,2021-05-05,NYK,DEN,0,6,10,0.6,2,3,0.667,0,0,,0,2,2,3,0,0,2,2,14,9.3,-10,Yes,L ,-16,26,48,No,New York
641,1004,64,67,2021-05-07,NYK,PHO,0,7,14,0.5,1,3,0.333,2,2,1.0,0,4,4,6,0,0,1,1,17,14.0,0,Yes,L ,-23,29,6,No,New York
642,1005,65,68,2021-05-09,NYK,LAC,0,11,17,0.647,2,3,0.667,1,1,1.0,0,6,6,8,1,0,4,1,25,21.5,7,Yes,W ,6,32,26,No,New York
643,1006,66,69,2021-05-11,NYK,LAL,0,10,22,0.455,1,4,0.25,6,6,1.0,1,5,6,6,3,1,3,0,27,22.7,6,Yes,L ,-2,38,50,No,New York
644,1008,68,71,2021-05-15,NYK,CHO,0,6,9,0.667,1,2,0.5,2,2,1.0,1,0,1,3,0,0,2,1,15,11.5,-8,Yes,W ,9,25,4,No,New York
645,1009,69,72,2021-05-16,NYK,BOS,0,3,9,0.333,0,0,,1,1,1.0,2,3,5,2,0,0,1,1,7,4.2,0,Yes,W ,4,23,19,No,New York
646,1010,0,0,2021-10-20,NYK,BOS,0,3,11,0.273,1,3,0.333,2,2,1.0,0,4,4,5,2,1,2,0,9,7.9,7,Yes,W ,4,22,28,No,New York
647,1011,1,1,2021-10-22,NYK,ORL,0,4,8,0.5,4,6,0.667,0,0,,0,0,0,7,0,0,0,1,12,12.5,34,Yes,W ,25,23,34,No,New York
648,1012,2,2,2021-10-24,NYK,ORL,0,9,16,0.563,5,8,0.625,0,1,0.0,3,2,5,3,2,0,2,0,23,19.8,8,Yes,L ,-6,28,38,No,New York
649,1013,3,3,2021-10-26,NYK,PHI,0,4,7,0.571,1,2,0.5,4,4,1.0,2,1,3,1,1,1,2,1,13,11.4,10,Yes,W ,13,19,50,No,New York
650,1014,4,4,2021-10-28,NYK,CHI,0,5,10,0.5,1,3,0.333,1,1,1.0,0,4,4,1,0,0,2,1,12,6.5,1,Yes,W ,1,18,35,No,New York
651,1015,5,5,2021-10-30,NYK,NOP,0,2,6,0.333,1,2,0.5,0,0,,0,1,1,1,0,0,1,0,5,1.6,-1,Yes,W ,6,15,25,No,New York
652,1016,6,6,2021-11-01,NYK,TOR,0,2,8,0.25,0,2,0.0,0,0,,0,1,1,1,1,0,2,1,4,-1.2,7,Yes,L ,-9,19,36,No,New York
653,1017,7,7,2021-11-03,NYK,IND,0,5,11,0.455,0,1,0.0,3,3,1.0,1,1,2,3,1,1,2,1,13,9.7,-2,Yes,L ,-13,19,47,No,New York
654,1018,8,8,2021-11-05,NYK,MIL,0,10,18,0.556,2,6,0.333,1,1,1.0,2,6,8,4,2,0,0,0,23,22.4,31,Yes,W ,15,30,25,No,New York
655,1019,9,9,2021-11-07,NYK,CLE,1,8,14,0.571,1,2,0.5,0,0,,0,1,1,5,1,0,0,0,17,15.2,-20,Yes,L ,-17,28,58,No,New York
656,1020,10,10,2021-11-08,NYK,PHI,0,2,8,0.25,0,2,0.0,2,2,1.0,1,3,4,2,1,0,3,0,6,2.2,10,Yes,W ,7,20,44,No,New York
657,1021,11,11,2021-11-10,NYK,MIL,0,8,15,0.533,6,8,0.75,0,0,,1,2,3,7,3,1,0,0,22,24.6,10,Yes,L ,-12,29,47,No,New York
658,1022,12,12,2021-11-12,NYK,CHO,0,3,6,0.5,1,3,0.333,1,1,1.0,0,1,1,2,0,0,1,0,8,5.7,15,Yes,L ,-8,17,24,No,New York
659,1023,13,13,2021-11-15,NYK,IND,0,7,14,0.5,0,4,0.0,0,0,,1,4,5,7,0,0,1,0,14,12.8,21,Yes,W ,8,24,33,No,New York
660,1024,14,14,2021-11-17,NYK,ORL,0,4,9,0.444,2,6,0.333,0,0,,0,2,2,1,1,2,5,0,10,4.0,-11,Yes,L ,-6,19,1,No,New York
661,1025,15,15,2021-11-20,NYK,HOU,0,2,8,0.25,0,2,0.0,0,0,,0,1,1,4,1,2,1,1,4,3.3,-5,Yes,W ,7,20,56,No,New York
662,1026,16,16,2021-11-21,NYK,CHI,0,3,11,0.273,1,2,0.5,2,2,1.0,1,1,2,3,1,3,0,4,9,7.1,-2,Yes,L ,-6,30,2,No,New York
663,1030,20,21,2021-11-30,NYK,BRK,0,6,13,0.462,2,6,0.333,2,2,1.0,1,4,5,9,0,0,0,3,16,16.3,11,Yes,L ,-2,34,41,No,New York
664,1031,21,22,2021-12-02,NYK,CHI,0,4,6,0.667,0,1,0.0,8,8,1.0,0,2,2,6,0,1,3,0,16,15.9,-14,Yes,L ,-4,26,19,No,New York
665,1032,22,23,2021-12-04,NYK,DEN,0,5,10,0.5,1,5,0.2,0,0,,2,2,4,4,0,0,4,0,11,6.8,-2,Yes,L ,-14,23,50,No,New York
666,1033,23,24,2021-12-07,NYK,SAS,0,4,11,0.364,2,2,1.0,2,2,1.0,1,1,2,2,1,0,1,0,12,8.3,8,Yes,W ,12,21,40,No,New York
667,1034,24,25,2021-12-08,NYK,IND,0,4,10,0.4,0,2,0.0,0,0,,2,3,5,7,0,0,0,0,8,9.8,-9,Yes,L ,-20,23,37,No,New York
668,1035,25,26,2021-12-10,NYK,TOR,0,5,13,0.385,1,3,0.333,0,0,,2,4,6,4,0,0,3,0,11,6.3,8,Yes,L ,-3,33,1,No,New York
669,1036,26,27,2021-12-12,NYK,MIL,1,8,16,0.5,2,6,0.333,0,0,,0,2,2,7,3,0,2,0,18,16.5,-7,Yes,L ,-15,36,31,No,New York
670,1037,27,28,2021-12-14,NYK,GSW,1,5,13,0.385,3,4,0.75,2,2,1.0,0,4,4,6,1,0,2,2,15,11.5,-10,Yes,L ,-9,34,17,No,New York
671,1038,28,29,2021-12-16,NYK,HOU,1,0,2,0.0,0,1,0.0,0,0,,1,0,1,1,0,0,0,0,0,0.0,-6,Yes,W ,13,12,11,No,New York
